Forma grafica;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
perspect take;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;1;0;2;0;2;2;0;0;1;0;1;1;0
test anxieti;7;0;0;2;0;0;1;1;1;1;0;0;0;0;0;0;0;2;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
self serv;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;1;2;1;0;1;0;1;0;0;1;2;0;0;0;1;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
prosoci behavior;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;4;1;2;0;1;1;0;0;0;0;0;0
hypnot suscept;0;1;0;1;0;1;1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;1;4;2;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
drive;1;0;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;1;2;2;0
techniqu;1;1;1;1;0;1;2;0;2;0;1;0;0;0;1;0;1;2;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
classic;0;1;0;1;2;1;0;0;2;2;0;2;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1
later;0;0;3;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0
stimul;1;0;1;0;0;2;2;0;1;3;1;1;0;0;0;1;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
illus;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;1;1;0;2;0;0;0;0;1;0;0;0;0;1;1;2;0;1;0;1;2;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0
argument;1;0;0;2;0;0;0;0;0;3;0;0;0;1;0;2;1;1;0;1;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
continu;1;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;1;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1;2;0;0;1;0;0;0;0;0;1;1
temptat;0;1;0;1;0;2;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;1;1;0;3;1;0;1;0;0;0
questionnair;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;2;2;0;1;0;1;0;1;1;0;0;0;1;2;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
movement;0;0;0;0;1;2;0;0;1;1;3;0;0;0;1;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
term;1;0;0;0;0;0;0;2;0;0;0;0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;1;0
retrospect;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;1;0;1;0;1;1;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;2;0;2;1;0
distinguish;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;0;1;1;3;0;0;1;0;1;0;1;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;2;0;0;0;1
diagnost;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;2;0;0;1;0;2;2;1;1;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
autonomi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;2;0;2;1;2;1;0;0;1;0;3;1;0
flexibl;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;2;0;1;1;0;0;0;2;0;1;1;0;0;1;0;1;0;0;0;0;1;1;1;1;0;0;0;1;1;0;0;0;1;0
give;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;1;2;1;0;0;0;1;0;1;2;1;0;1;1
decreas;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;1;1;0;0;1;0;1;0;1;1;0;2;0;0;0;1;0;1;1;1;1;0;0
ambival;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;3;0;1;1;0;1;1;0;1;0;1;0;1;0;2;0;0;0;0;0;2;1;0;0;0;1
role plai;1;3;1;2;1;3;0;3;0;2;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
attribut process;0;0;0;1;0;1;0;1;3;0;1;0;1;1;0;4;1;1;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
effect of person;0;0;0;1;0;0;0;0;1;0;1;0;1;0;2;0;2;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0
implicit theori;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;2;1;1;0;0;1;0;1;0;1;0;0;0;0;1;0;2;2;0;1;0;0;0;0
attach style;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;1;2;0;1;3;0;1;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
intim relationship;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;2;1;1;1;1;1;1;1;1;2;1;0;0;0;0;0;1;1;0;0;0;0;0
cognit style;1;0;1;0;0;1;1;0;0;1;0;2;0;0;0;1;1;0;1;3;2;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
meta analyt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;2;0;0;0;2;1;1;1;0;1;0;0;1;0;0;0;1;2;0;0;0;0
romant partner;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;2;3;0;0;1;1;1;1;1;0;1;3;1;1;0
field experi;0;0;0;1;0;0;0;2;0;2;6;2;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
revis;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;2;3;1;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0
logic;0;1;0;0;1;4;0;0;0;0;2;0;1;0;0;0;1;1;0;0;0;1;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
presidenti;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;1;1;2;0;2;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
masculin;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;2;0;2;0;1;0;0;0;2;0;2;0;0;0;1;0;0;0;0;0;0;0;2;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
dissimilar;0;3;0;0;0;0;1;1;1;0;3;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;2;1;0;0;0
varianc;0;0;1;1;0;1;0;1;0;0;2;0;1;0;1;0;0;1;0;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
magnitud;3;0;1;2;2;0;3;1;1;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
induct;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;1;1;2;0;0;1;0;1;1;1;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
profil;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;2;0;2;0;0;2;0;1;1;0;0;0;0;2;0;1;1;0;0;0;0;0;2;0
toler;2;0;1;1;0;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0
averag;0;0;0;2;1;1;1;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1
vari;2;2;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;2;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
displai;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;1;1;0;2;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;2;0
stage;1;1;0;0;0;0;0;0;0;0;0;1;0;2;0;1;2;1;2;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0
applic;0;0;0;1;0;1;1;0;1;1;0;0;0;2;0;1;0;1;0;1;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
emotion;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;1;1;0;0;0;2;1;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
revers;0;0;1;1;1;1;0;0;2;2;2;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
protect;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;2;1;0;2;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;2;1;1
fantasi;1;1;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;2;1;0;2;1;2;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
probabl;1;1;2;0;0;0;1;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0
real;0;1;0;0;0;0;0;2;0;0;1;0;2;0;0;0;0;0;1;1;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;2;1;0;0;0;0;0
beauti;0;0;0;0;0;1;0;1;1;1;2;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;2;2;0
presenc;0;1;0;4;0;0;2;1;0;0;0;1;0;2;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
manifest;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;2;0;0;0;0
liber;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;1;2;5;0
confirmatori;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;1;1;1;0;1;1;0;1;1;1;1;0;2;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
middl;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;2;0;0;2;3;2;0
opposit;0;0;0;0;0;0;0;0;2;0;1;2;0;0;0;0;0;0;2;1;2;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0
forecast;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;3;1;0;0;1;2;2;0;1;0;1;2;0;0
crime;0;0;0;0;0;0;0;0;0;0;2;2;1;2;0;1;0;1;0;4;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ill;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;0;1;2;1;1;1;0;2;0;0;0;0;1;1;1;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
prone;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;0;1;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;0;1;1;1;1;0;0;0;0;0;0;0
systemat;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;1;2;1;1;1;0;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;2
narcissist;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;1;1;0;2;0;2;0;3;0;1;1;0
go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1;1;0;0;2;0;3;0;2;0;1;0;0;0;0;0;0;1;1;1;0;0
person memori;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;2;0;1;1;3;0;1;2;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
person correl;1;1;0;2;0;0;0;1;0;0;0;0;0;0;1;2;2;1;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
group discuss;0;1;2;0;0;1;5;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
group decis make;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;1;1;0;0;1;0;1;0;1;0;2;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
social relat;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;1;0;1;1;1;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
heart rate;3;3;0;0;2;2;1;1;1;2;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
divers;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;1;0;0;0;2;0;0;2;0;2;2;0;2
social desir;3;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0
social infer;0;0;0;0;0;1;0;0;2;1;0;1;0;0;0;0;0;1;0;3;0;1;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
posit affect;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;1;1;2;0;1;1;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0
self handicap;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;2;3;0;0;0;1;3;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
unit state;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;1;0;0;0;0;1;1;0;2;0;0;0;1;0;0;1;0;0;0;0;1;0;2;0;1;1;0;0;0;0;0
small group;0;1;0;0;0;1;1;1;0;1;0;1;0;0;0;1;0;0;2;1;0;2;0;1;0;0;0;0;0;0;0;0;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
deviant;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;4;2;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
econom;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;2;2;1;0;0;2;1;2;2;0
occurr;0;0;0;1;0;0;1;0;0;1;0;1;1;2;1;0;0;0;0;2;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0
anchor;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;1;0;0;0;2;0;0;1;0;1;0;0;0;0;1;0
educ;0;0;2;0;0;0;0;0;0;1;0;2;1;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;1
young;0;0;1;0;0;0;1;1;1;0;0;0;2;0;1;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0
larg;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;1;2;0;0;3;1;1;1
challeng;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;1;0;0;0;0;2;0;0;0;2;0;2;0;0;1;0;0;0;0;0;1;0;0;0;1;0;2;1;0;0;0;0;0;0
manipul;1;1;0;1;0;1;1;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;3;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
efficaci;0;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;2;0;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
network;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;2;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;2;2;1
strive;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;1;0;1;1;0;0;1;1;0;0;0;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1
densiti;0;0;0;0;0;0;1;0;0;0;1;4;0;2;0;2;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0
alloc;0;0;0;0;1;0;0;0;0;0;0;0;1;1;3;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
juror;0;0;0;0;0;0;0;1;1;1;1;1;0;3;1;0;1;3;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sai;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;2;2;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
correspond;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;0;1;2;0;0;0;1;0;1;0;0;1;0;0;2;1;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0
hierarchi;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;1;1;0;1;2;2;2;0
circumplex;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;0;2;0;0;3;1;1;2;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
identifi;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;2;2;0;2
accur;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;2;1;0
smile;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;1;0;2;0;1;1;0;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0
realli;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;2;0;0;1;0;1;0;1;0;1;1;0;0;1;2;0;0;0;1;0
interfer;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;1;2;1;0;1;0;1;2;0;0;1;1;0;0;0;0;2;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
reliabl;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;1;0;0;0;2;1;1;1;0;0;0;1;1;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
abstract;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;1;1;1;2;0;0;1;0;0;0;0;2;3;0;0;0;1;1;0
hedon;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;2;1;1;0;1;0;0;0
extrins;0;0;0;0;0;0;0;1;1;1;4;1;0;1;0;1;0;2;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
gai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;2;0;0;0;0;1;3;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;0;1;0;2;0
framework;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;1;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;2;1;0;0;1;0;0;2;1
procedur justic;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;1;1;1;0;0;1;1;1;1;1;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
person factor;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0
model of person;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;1;0;1;1;0;2;1;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
cognit process;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;1;1;1;0;0;0;2;0;0;2;0;0;0;0;0;0;2;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
